Timestamp,Tập test,Hướng dịch,Số câu,BLEU,chrF++,Chữ ký BLEU,Chữ ký chrF++,Checkpoint,Bước,Chế độ,Search,Beam size,Length penalty,KV cache,Thời gian (giây),BLEU tokenizer,Ghi chú
2026-09-08 09:18:50,test,En-Vi,1268,29.759797657717545,48.72963817664526,nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.6.0,nrefs:1|case:mixed|eff:yes|nc:6|nw:2|space:no|version:2.6.0,checkpoints/iwslt_base_v1_seed42/tot_nhat.pt,6000,that,greedy,1,,True,165.41569620009977,13a,đối chiếu cũ; không dùng làm điểm chính vì input đã tokenized
2026-09-08 09:40:06,test,En-Vi,1268,30.71632469792293,49.60239660046334,nrefs:1|case:mixed|eff:no|tok:13a|smooth:exp|version:2.6.0,nrefs:1|case:mixed|eff:yes|nc:6|nw:2|space:no|version:2.6.0,checkpoints/iwslt_base_v1_seed42/tot_nhat.pt,6000,that,beam,4,1.0,True,913.266489099944,13a,đối chiếu cũ; không dùng làm điểm chính vì input đã tokenized
2026-09-08 09:38:06,test,En-Vi,1268,29.740954664240974,48.72963817664526,nrefs:1|case:mixed|eff:no|tok:none|smooth:exp|version:2.6.0,nrefs:1|case:mixed|eff:yes|nc:6|nw:2|space:no|version:2.6.0,checkpoints/iwslt_base_v1_seed42/tot_nhat.pt,6000,that,greedy,1,,True,165.41569620009977,none,protocol chính; chấm lại từ results/du_doan_test_greedy.csv
2026-09-08 09:45:31,dev,En-Vi,1553,26.24202799762394,45.56877879538087,nrefs:1|case:mixed|eff:no|tok:none|smooth:exp|version:2.6.0,nrefs:1|case:mixed|eff:yes|nc:6|nw:2|space:no|version:2.6.0,checkpoints/iwslt_base_v1_seed42/tot_nhat.pt,6000,that,greedy,1,,True,291.64418470009696,none,protocol chính
2026-09-08 12:40:27,test,En-Vi,1268,30.691203445487197,49.60239660046334,nrefs:1|case:mixed|eff:no|tok:none|smooth:exp|version:2.6.0,nrefs:1|case:mixed|eff:yes|nc:6|nw:2|space:no|version:2.6.0,checkpoints/iwslt_base_v1_seed42/tot_nhat.pt,6000,that,beam,4,1.0,True,913.266489099944,none,protocol chính; chấm lại từ results/du_doan_test_beam.csv
